uwi,event_date,event_type,horizon,field,effect,description
WELL_459,2025-01-15,Well intervention,D2,Central,0.0,Well intervention for well WELL_459 on horizon D2
WELL_459,2023-09-01,Isolation of water influx,D2,Central,0.0,Isolation of water influx for well WELL_459 on horizon D2
WELL_459,2023-02-14,Treatment of the near-well zone,D2,Central,2.51,Treatment of the near-well zone for well WELL_459 on horizon D2
WELL_459,2024-04-01,Well intervention,D2,Central,0.0,Well intervention for well WELL_459 on horizon D2
WELL_459,2024-08-09,Optimization,D2,Central,0.0,Optimization for well WELL_459 on horizon D2
WELL_460,2023-03-16,Optimization,A1,North,0.0,Optimization for well WELL_460 on horizon A1
WELL_460,2024-07-04,Treatment of the near-well zone,A1,North,1.04,Treatment of the near-well zone for well WELL_460 on horizon A1
WELL_460,2025-03-18,Change of horizon,A1,North,0.0,Change of horizon for well WELL_460 on horizon A1
WELL_460,2023-10-10,Isolation of water influx,A1,North,0.0,Isolation of water influx for well WELL_460 on horizon A1
WELL_461,2023-08-14,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_461 on horizon A2
WELL_461,2023-08-04,Well intervention,A2,South,0.0,Well intervention for well WELL_461 on horizon A2
WELL_461,2023-06-26,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_461 on horizon A2
WELL_461,2023-07-25,Well intervention,A2,South,0.0,Well intervention for well WELL_461 on horizon A2
WELL_462,2024-04-02,Treatment of the near-well zone,A3,West,2.35,Treatment of the near-well zone for well WELL_462 on horizon A3
WELL_462,2024-05-26,Isolation of water influx,A3,West,0.0,Isolation of water influx for well WELL_462 on horizon A3
WELL_462,2023-11-26,Hydraulic fracturing,A3,West,2.27,Hydraulic fracturing for well WELL_462 on horizon A3
WELL_463,2023-10-18,Well intervention,B1,East,0.0,Well intervention for well WELL_463 on horizon B1
WELL_463,2024-03-18,Pump replacement,B1,East,0.0,Pump replacement for well WELL_463 on horizon B1
WELL_464,2023-05-03,Well intervention,B2,Central,0.0,Well intervention for well WELL_464 on horizon B2
WELL_465,2024-04-17,Pump replacement,B3,North,0.0,Pump replacement for well WELL_465 on horizon B3
WELL_465,2024-11-29,Treatment of the near-well zone,B3,North,2.38,Treatment of the near-well zone for well WELL_465 on horizon B3
WELL_465,2023-09-16,Isolation of water influx,B3,North,0.0,Isolation of water influx for well WELL_465 on horizon B3
WELL_465,2023-12-01,Hydraulic fracturing,B3,North,2.89,Hydraulic fracturing for well WELL_465 on horizon B3
WELL_465,2024-11-29,Optimization,B3,North,0.0,Optimization for well WELL_465 on horizon B3
WELL_467,2023-05-19,Change of horizon,C2,West,0.0,Change of horizon for well WELL_467 on horizon C2
WELL_467,2023-08-24,Isolation of water influx,C2,West,0.0,Isolation of water influx for well WELL_467 on horizon C2
WELL_468,2023-07-03,Well intervention,D1,East,0.0,Well intervention for well WELL_468 on horizon D1
WELL_468,2024-05-07,Workover,D1,East,2.18,Workover for well WELL_468 on horizon D1
WELL_469,2025-03-30,Well intervention,D2,Central,0.0,Well intervention for well WELL_469 on horizon D2
WELL_469,2025-03-20,Well intervention,D2,Central,0.0,Well intervention for well WELL_469 on horizon D2
WELL_469,2024-08-27,Change of horizon,D2,Central,0.0,Change of horizon for well WELL_469 on horizon D2
WELL_469,2024-10-15,Optimization,D2,Central,0.0,Optimization for well WELL_469 on horizon D2
WELL_469,2024-06-11,Well intervention,D2,Central,0.0,Well intervention for well WELL_469 on horizon D2
WELL_470,2023-05-23,Treatment of the near-well zone,A1,North,2.77,Treatment of the near-well zone for well WELL_470 on horizon A1
WELL_470,2024-11-05,Change of horizon,A1,North,0.0,Change of horizon for well WELL_470 on horizon A1
WELL_470,2023-05-27,Change of horizon,A1,North,0.0,Change of horizon for well WELL_470 on horizon A1
WELL_470,2023-11-23,Hydraulic fracturing,A1,North,1.54,Hydraulic fracturing for well WELL_470 on horizon A1
WELL_470,2023-06-29,Treatment of the near-well zone,A1,North,1.9,Treatment of the near-well zone for well WELL_470 on horizon A1
WELL_471,2024-07-11,Treatment of the near-well zone,A2,South,1.01,Treatment of the near-well zone for well WELL_471 on horizon A2
WELL_471,2023-02-17,Pump replacement,A2,South,0.0,Pump replacement for well WELL_471 on horizon A2
WELL_471,2024-08-24,Pump replacement,A2,South,0.0,Pump replacement for well WELL_471 on horizon A2
WELL_471,2025-02-13,Change of horizon,A2,South,0.0,Change of horizon for well WELL_471 on horizon A2
WELL_472,2024-01-10,Change of horizon,A3,West,0.0,Change of horizon for well WELL_472 on horizon A3
WELL_473,2024-08-18,Pump replacement,B1,East,0.0,Pump replacement for well WELL_473 on horizon B1
WELL_473,2024-01-02,Pump replacement,B1,East,0.0,Pump replacement for well WELL_473 on horizon B1
WELL_473,2024-10-06,Optimization,B1,East,0.0,Optimization for well WELL_473 on horizon B1
WELL_473,2024-04-16,Change of horizon,B1,East,0.0,Change of horizon for well WELL_473 on horizon B1
WELL_473,2023-06-08,Treatment of the near-well zone,B1,East,1.66,Treatment of the near-well zone for well WELL_473 on horizon B1
WELL_474,2023-12-09,Workover,B2,Central,1.33,Workover for well WELL_474 on horizon B2
WELL_474,2023-09-21,Optimization,B2,Central,0.0,Optimization for well WELL_474 on horizon B2
WELL_474,2024-02-27,Well intervention,B2,Central,0.0,Well intervention for well WELL_474 on horizon B2
WELL_474,2024-09-21,Workover,B2,Central,2.24,Workover for well WELL_474 on horizon B2
WELL_475,2024-11-15,Optimization,B3,North,0.0,Optimization for well WELL_475 on horizon B3
WELL_475,2024-05-06,Workover,B3,North,2.5,Workover for well WELL_475 on horizon B3
WELL_476,2024-08-12,Hydraulic fracturing,C1,South,2.18,Hydraulic fracturing for well WELL_476 on horizon C1
WELL_477,2024-11-01,Workover,C2,West,1.14,Workover for well WELL_477 on horizon C2
WELL_478,2023-03-05,Treatment of the near-well zone,D1,East,1.62,Treatment of the near-well zone for well WELL_478 on horizon D1
WELL_478,2025-03-19,Isolation of water influx,D1,East,0.0,Isolation of water influx for well WELL_478 on horizon D1
WELL_478,2024-07-04,Treatment of the near-well zone,D1,East,1.22,Treatment of the near-well zone for well WELL_478 on horizon D1
WELL_478,2024-10-25,Change of horizon,D1,East,0.0,Change of horizon for well WELL_478 on horizon D1
WELL_480,2023-07-13,Well intervention,A1,North,0.0,Well intervention for well WELL_480 on horizon A1
WELL_480,2024-02-09,Optimization,A1,North,0.0,Optimization for well WELL_480 on horizon A1
WELL_480,2023-03-16,Optimization,A1,North,0.0,Optimization for well WELL_480 on horizon A1
WELL_480,2024-02-24,Well intervention,A1,North,0.0,Well intervention for well WELL_480 on horizon A1
WELL_481,2024-05-04,Change of horizon,A2,South,0.0,Change of horizon for well WELL_481 on horizon A2
WELL_481,2023-12-04,Pump replacement,A2,South,0.0,Pump replacement for well WELL_481 on horizon A2
WELL_481,2025-01-22,Treatment of the near-well zone,A2,South,1.7,Treatment of the near-well zone for well WELL_481 on horizon A2
WELL_481,2023-10-10,Pump replacement,A2,South,0.0,Pump replacement for well WELL_481 on horizon A2
WELL_482,2024-05-27,Workover,A3,West,1.57,Workover for well WELL_482 on horizon A3
WELL_482,2024-07-05,Optimization,A3,West,0.0,Optimization for well WELL_482 on horizon A3
WELL_484,2024-10-26,Well intervention,B2,Central,0.0,Well intervention for well WELL_484 on horizon B2
WELL_484,2024-08-31,Isolation of water influx,B2,Central,0.0,Isolation of water influx for well WELL_484 on horizon B2
WELL_484,2023-12-21,Hydraulic fracturing,B2,Central,2.43,Hydraulic fracturing for well WELL_484 on horizon B2
WELL_485,2023-03-06,Treatment of the near-well zone,B3,North,1.37,Treatment of the near-well zone for well WELL_485 on horizon B3
WELL_485,2025-03-30,Pump replacement,B3,North,0.0,Pump replacement for well WELL_485 on horizon B3
WELL_485,2024-08-26,Optimization,B3,North,0.0,Optimization for well WELL_485 on horizon B3
WELL_485,2024-08-14,Optimization,B3,North,0.0,Optimization for well WELL_485 on horizon B3
WELL_485,2024-12-30,Change of horizon,B3,North,0.0,Change of horizon for well WELL_485 on horizon B3
WELL_486,2023-03-11,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_486 on horizon C1
WELL_486,2024-04-29,Well intervention,C1,South,0.0,Well intervention for well WELL_486 on horizon C1
WELL_486,2023-09-13,Hydraulic fracturing,C1,South,1.3,Hydraulic fracturing for well WELL_486 on horizon C1
WELL_487,2024-07-10,Hydraulic fracturing,C2,West,2.32,Hydraulic fracturing for well WELL_487 on horizon C2
WELL_487,2023-11-22,Workover,C2,West,2.38,Workover for well WELL_487 on horizon C2
WELL_487,2024-06-02,Hydraulic fracturing,C2,West,1.88,Hydraulic fracturing for well WELL_487 on horizon C2
WELL_487,2024-02-14,Isolation of water influx,C2,West,0.0,Isolation of water influx for well WELL_487 on horizon C2
WELL_487,2023-12-31,Pump replacement,C2,West,0.0,Pump replacement for well WELL_487 on horizon C2
WELL_488,2024-06-14,Change of horizon,D1,East,0.0,Change of horizon for well WELL_488 on horizon D1
WELL_488,2023-02-16,Change of horizon,D1,East,0.0,Change of horizon for well WELL_488 on horizon D1
WELL_489,2024-02-20,Well intervention,D2,Central,0.0,Well intervention for well WELL_489 on horizon D2
WELL_491,2023-04-20,Isolation of water influx,A2,South,0.0,Isolation of water influx for well WELL_491 on horizon A2
WELL_491,2024-03-27,Optimization,A2,South,0.0,Optimization for well WELL_491 on horizon A2
WELL_492,2023-05-06,Well intervention,A3,West,0.0,Well intervention for well WELL_492 on horizon A3
WELL_493,2024-04-08,Isolation of water influx,B1,East,0.0,Isolation of water influx for well WELL_493 on horizon B1
WELL_493,2024-05-28,Optimization,B1,East,0.0,Optimization for well WELL_493 on horizon B1
WELL_493,2025-02-02,Treatment of the near-well zone,B1,East,1.6,Treatment of the near-well zone for well WELL_493 on horizon B1
WELL_493,2023-04-12,Hydraulic fracturing,B1,East,2.02,Hydraulic fracturing for well WELL_493 on horizon B1
WELL_495,2023-11-20,Treatment of the near-well zone,B3,North,2.54,Treatment of the near-well zone for well WELL_495 on horizon B3
WELL_495,2023-10-13,Optimization,B3,North,0.0,Optimization for well WELL_495 on horizon B3
WELL_496,2023-10-31,Well intervention,C1,South,0.0,Well intervention for well WELL_496 on horizon C1
WELL_496,2023-04-11,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_496 on horizon C1
WELL_496,2023-09-05,Isolation of water influx,C1,South,0.0,Isolation of water influx for well WELL_496 on horizon C1
WELL_496,2024-06-09,Hydraulic fracturing,C1,South,2.73,Hydraulic fracturing for well WELL_496 on horizon C1
WELL_496,2024-03-01,Well intervention,C1,South,0.0,Well intervention for well WELL_496 on horizon C1
WELL_497,2024-05-10,Optimization,C2,West,0.0,Optimization for well WELL_497 on horizon C2
WELL_497,2024-07-29,Treatment of the near-well zone,C2,West,2.72,Treatment of the near-well zone for well WELL_497 on horizon C2
WELL_497,2024-03-01,Isolation of water influx,C2,West,0.0,Isolation of water influx for well WELL_497 on horizon C2
WELL_497,2024-11-01,Workover,C2,West,1.03,Workover for well WELL_497 on horizon C2
WELL_497,2024-10-29,Optimization,C2,West,0.0,Optimization for well WELL_497 on horizon C2
WELL_498,2023-06-04,Workover,D1,East,1.3,Workover for well WELL_498 on horizon D1
WELL_498,2023-08-23,Optimization,D1,East,0.0,Optimization for well WELL_498 on horizon D1
WELL_498,2024-03-08,Isolation of water influx,D1,East,0.0,Isolation of water influx for well WELL_498 on horizon D1
WELL_498,2023-07-22,Workover,D1,East,1.74,Workover for well WELL_498 on horizon D1
WELL_500,2025-03-16,Hydraulic fracturing,A1,North,1.0,Hydraulic fracturing for well WELL_500 on horizon A1
WELL_500,2024-10-15,Isolation of water influx,A1,North,0.0,Isolation of water influx for well WELL_500 on horizon A1
WELL_500,2024-02-20,Workover,A1,North,1.52,Workover for well WELL_500 on horizon A1
